0.000000 -0.482900
0.051800 -0.464400
0.101900 -0.446400
0.152500 -0.428300
0.203500 -0.410100
0.254900 -0.391700
0.306200 -0.373300
0.357600 -0.354900
0.409000 -0.336500
0.460300 -0.318100
0.511700 -0.299700
0.563000 -0.281300
0.614300 -0.263000
0.665500 -0.244700
0.716400 -0.226400
0.767800 -0.208000
0.819300 -0.189600
0.870600 -0.171200
0.921800 -0.152900
0.973100 -0.134500
1.024300 -0.116200
1.075600 -0.097800
1.127000 -0.079500
1.178100 -0.061100
1.229600 -0.042900
1.280100 -0.023900
1.330500 -0.011100
1.380900 -0.004800
1.430600 -0.000400
1.480200 0.002800
1.529800 0.005300
1.579300 0.007200
1.628800 0.008700
1.678200 0.009800
1.727600 0.010700
1.776900 0.011300
1.826300 0.011800
1.875700 0.012100
1.925000 0.012300
1.974400 0.012400
2.023800 0.012500
2.073100 0.012400
2.122500 0.012400
2.171900 0.012200
2.221300 0.012100
2.270700 0.011900
2.320100 0.011700
2.369500 0.011400
2.419000 0.011200
2.468500 0.011000
2.517900 0.010700
2.567400 0.010400
2.616900 0.010200
2.666400 0.009900
2.716000 0.009700
2.765500 0.009400
2.815100 0.009200
2.864600 0.008900
2.914200 0.008700
2.963800 0.008400
3.013400 0.008200
3.063000 0.007900
3.121100 0.007700
3.188900 0.007400
3.268200 0.007100
3.360900 0.006700
3.469300 0.006300
3.596100 0.005800
3.744300 0.005300
3.917700 0.004800
4.120400 0.004300
4.357400 0.003800
4.634700 0.003200
4.958800 0.002700
5.337900 0.002200
5.781200 0.001800
6.299500 0.001400
6.905400 0.001100
7.613800 0.000800
8.442000 0.000600
9.410100 0.000400
10.541800 0.000300
11.864600 0.000200
13.410700 0.000100
15.218000 0.000000
17.330300 0.000000
19.799300 -0.000000
22.685000 -0.000000
26.057900 -0.000100
30.000100 -0.000100
